source	isbn	name	author	label
Powell's  Books	9781555582982	Internet Security a Jumpstart for System	ellis, juanita	False
Reliable Book Service	9781555582982	Internet Security: A Jumpstart for Systems Administrators and It Managers	tim speed, juanita ellis	True
ReadingByCoastal	9781555582982	Internet Security: A Jumpstart for Systems Administrators and It Managers	tim speed, juanita ellis	True
Papamedia.com	9781555582982	Internet Security: A Jumpstart for Systems Administrators and IT Managers	tim speed	False
Caiman	9781555582982	INTERNET SECURITY	ellis, juanita	False
Bobs Books	9781555582982	Internet Security: A Jumpstart for Systems Administrators and IT Managers	tim speed, juanita ellis	True
Browns Books	9781555582982	Internet Security	ellis, juanita	False
paperbackworld.de	9781555582982	Internet Security: A Jumpstart for Systems Administrators and It Managers	tim speed, juanita ellis	True
Quartermelon	9781555582982	INTERNET SECURITY A JUMPSTART FOR SYSTEMS ADMINISTRATORS AND IT MANAGERS	tim speed, juanita ellis	True
Quartermelon	9781555582982	Internet Security: A Jumpstart for Systems Administrators and It Managers	tim speed, juanita ellis	True
Books2Anywhere.com	9781555582982	Internet Security	tim speed, juanita ellis	True
Books Down Under	9781555582982	Internet Security: A Jumpstart for Systems Administrators and IT Managers	tim speed, juanita ellis	True
TheBookCom	9781555582982	Internet Security : A Jumpstart For Systems Administrators And It Managers	ellis, juanita	False
LAKESIDE BOOKS	9781555582982	INTERNET SECURITY	ellis, juanitaspeed, tim	False
FREE POSTAGE ! @thebookcompany	9781555582982	Internet Security : A Jumpstart For Systems Administrators And It Managers	ellis, juanita	False
Revaluation Books	9781555582982	Internet Security A Jumpstart for Systems Administrators and It Managers	tim speed, juanita ellis	True
Bobs Books	9781555582982	INTERNET SECURITY	tim speed, juanita ellis	True
WorldOfBooks	9781555582982	Internet Security - A Jumpstart for Systems Administrators and IT Managers	tim speed	False
Gunter Koppon	9781555582982	Internet Security - A Jumpstart for Systems Administrators and IT Managers	tim speed	False
Limelight Bookshop	9781555582982	Internet Security: A Jumpstart for Systems Administrators and IT Managers	ellis, juanita	False
Gunars Store	9781555582982	Internet Security - A Jumpstart for Systems Administrators and IT Managers	tim speed	False
Hippo Books	9780028043760	Introduction to Computers Using Window 98	norton	False
ADSRUS INC.COM	9780028043760	Introduction to Computers Using Window 98	not available	False
BetterWorld.com	9780028043760	Introduction to Computers Using Window 98	norton	False
Textbook Recycle	9780028043760	Introduction to Computers Using Window 98	peter norton	True
Wonder Book	9780028043760	Introduction to Computers Using Window 98	peter norton	True
Bookbyte / Norwest Textbooks	9780028043760	Introduction to Computers Using Window 98	norton	False
College Book Service	9780028043760	Introduction to Computers Using Window 98, BK&amp;DISK, pb, 1999	norton	False
Pacific Book Exchange, LLC	9780028043760	Introduction to Computers Using Window 98	peter norton	True
DERBOOK	9780028043760	Introduction to Computers Using Window 98	peter norton	True
Beagle Books	9780028043760	Introduction to Computers Using Window 98	peter norton	True
Bunches of Books	9780028043760	Introduction to Computers Using Window 98	norton	False
NYCprice	9780028043760	Introduction to Computers Using Window 98	peter norton	True
Collegebooksdirect.com	9780028043760	Introduction to Computers Using Window 98	norton	False
textbooksNow	9780028043760	Intro to Computers (Windows 98)(w/Disk)	norton	False
a2zbooks	9780028043760	Introduction to Computers Using Window 98 with Student Data Diskette	norton	False
Papamedia.com	9780028043760	Introduction to Computers Using Window 98	norton	False
Revaluation Books	9780028043760	Introduction to Computers Using Window 98	peter norton	True
Limelight Bookshop	9780028043760	Introduction to Computers Using Windows 98	peter norton	True
Beagle Books	9780070004849	Structure and Interpretation of Computer Programs, Second Edition	abelson, harold; sussman, gerald jay; sussman, julie	True
Louis Morin	9780070004849	Structure and Interpretation of Computer Programs, Second Edition	abelson, harold; sussman, gerald jay; sussman, julie	True
Glued To The Tube Books	9780070004849	Structure and Interpretation of Computer Programs {SECOND EDITION}	abelson, harold and gerald jay sussman with julie sussman with julie sussman	False
Pengwyn Books, Ltd.	9780070004849	Structure and Interpretation of Computer Programs. Second Edition.	abelson, harold; sussman, gerald jay; sussman, julie	True
textbooksNow	9780070004849	Structure &amp; Interpretation of Computer Programs	abelson	False
MORGANA INC	9780070004849	Structure and Interpretation of Computer Programs, Second Edition	abelson, harold; sussman, gerald jay; sussman, julie	True
OPOE-ABE Books	9780070004849	STRUCTURE+INTERP.OF COMPUTER PROG.	abelson	False
Indoo.com	9780070004849	Structure and Interpretation of Computer Programs	abelson	False
Ensight Book Services	9780070004849	Structure and Interpretation of Computer Programs	abelson	False
textbooksNow	9780070004849	Structure &amp; Interpretation of Computer Programs 2nd	abelson	False
A1Books	9780070004849	Structure and Interpretation of Computer Programs	abelson, harold; sussman, gerald jay; sussman, julie	True
textbookxdotcom	9780070004849	Structure and Interpretation of Computer Programs	harold abelson	False
paperbackworld.de	9780070004849	Structure and Interpretation of Computer Programs	harold abelson	False
Great Buy Books	9780028055879	A Professional Series Approach: Excel 2000 Level 1 Core Student Edition (Professional Approach S.)	carole tobias	True
Hippo Books	9780028055879	A Professional Series Approach: Excel 2000 Level 1 Core Student Edition (Professional Approach S.)	carole tobias	True
River City Books, LLC	9780028055879	A Professional Series Approach: Excel 2000 Level 1 Core Student Edition (Professional Approach)	carole tobias	True
BetterWorld.com	9780028055879	A Professional Series Approach: Excel 2000 Level 1 Core Student Edition (Professional Approach S.)	carole tobias	True
Bookbyte / Norwest Textbooks	9780028055879	Excel 2000: A Professional Approach, by Tobias, Level 1: Core	carole tobias	True
RhinoPlus.net	9780028055879	A Professional Series Approach: Excel 2000 Level 1 Core Student Edition (Professional Approach S.)	carole tobias	True
MikNik Books	9780028055879	Excel 2000	carole tobias	True
Wonder Book	9780028055879	Excel 2000	carole tobias	True
Collegebooksdirect.com	9780028055879	Excel 2000	carole tobias	True
Bunches of Books	9780028055879	A Professional Series Approach: Excel 2000 Level 1 Core Student Edition (Professional Approach)	carole tobias	True
a2zbooks	9780028055879	Excel 2000, A Professional Approach, Level 1 Core	carole tobias	True
a2zbooks	9780028055879	Excel 2000- A Professional Approach, Level 1 Core	carole tobias	True
eCampus.com	9780028055879	Excel 2000	carole tobias	True
textbooksNow	9780028055879	Excel 2000: Prof Appr (w/CD)	tobias	False
A1Books	9780028055879	Excel 2000	carole tobias	True
Caiman	9780028055879	EXCEL 2000	carole tobias	True
Indoo.com	9780028055879	A Professional Series Approach: Excel 2000 Level 1 Core Student Edition	tobias	False
textbookxdotcom	9780028055879	Excel 2000	carole tobias	True
Papamedia.com	9780028055879	Excel 2000	carole tobias	True
paperbackworld.de	9780028055879	A Professional Series Approach: Excel 2000 Level 1 Core Student Edition	carole tobias	True
Revaluation Books	9780028055879	Excel 2000	carole tobias	True
Limelight Bookshop	9780028055879	A Professional Series Approach: Excel 2000 Level 1 Core Student Edition	carole tobias	True
Caiman	9780124841406	COMPUTER SIMULATION	mchaney, roger	True
LAKESIDE BOOKS	9780124841406	COMPUTER SIMULATION	mchaney, roger w.	False
Paperbackshop-US	9780124841406	Computer Simulation	mchaney, roger w.	False
Books2Anywhere.com	9780124841406	Computer Simulation	mchaney, roger w.	False
paperbackworld.de	9780124841406	Computer Simulation: A Practical Perspective	mchaney, roger	True
Quartermelon	9780124841406	Computer Simulation: A Practical Perspective	mchaney, roger	True
Quartermelon	9780124841406	COMPUTER SIMULATION A PRACTICAL PERSPECTIVE	mchaney, roger w.	False
TheBookCom	9780124841406	Computer Simulation : A Practical Perspective	mchaney, roger w.	False
FREE POSTAGE ! @thebookcompany	9780124841406	Computer Simulation : A Practical Perspective	mchaney, roger w.	False
Papamedia.com	9780124841406	Computer Simulation : A Practical Perspective	mchaney, roger w.	False
Revaluation Books	9780124841406	Computer Simulation A Practical Perspective	mchaney, roger w.	False
Limelight Bookshop	9780124841406	Computer Simulation: A Practical Perspective	mchaney, roger w.	False
Bookbyte / Norwest Textbooks	9780072833430	Microsoft Windows Xp, by Haag	haag, stephen (edt)	False
BetterWorld.com	9780072833430	I-Series: MS Windows XP, Brief	stephen haag, james t perry, barrie sosinsky, efren estevez, stephen haag, barrie sosinsky	True
Pro Quo Books	9780072833430	I-Series: MS Windows XP, Brief	barrie sosinskystephen haag, james t perry, efren estevez,	False
OPOE-ABE Books	9780072833430	MICROSOFT WINDOWS XP:BRIEF	haag	False
Indoo.com	9780072833430	The I-Series MS Windows XP Brief	haag	False
A1Books	9780072833430	I-Series: Ms Windows Xp, Brief	stephen haag, james t perry, barrie sosinsky, efren estevez, stephen haag, barrie sosinsky	True
textbookxdotcom	9780072833430	Microsoft Windows Xp	stephen haag	False
Caiman	9780072833430	Microsoft Windows Xp	haag, stephen (edt)	False
Browns Books	9780072833430	The The	stephen haag	False
SWOOP	9780072833430	MS WINDOWS XP BRIEF	stephen haag	False
Mellon's Books	9780072833430	MS WINDOWS XP BRIEF	stephen haag	False
TheBookCom	9780072833430	The Ms Windows Xp Brief	stephen haag	False
Quartermelon	9780072833430	MS WINDOWS XP BRIEF	stephen haag, james t perry, barrie sosinsky, efren estevez, stephen haag, barrie sosinsky	True
Blackwell Online	9780072833430	The I-Series MS Windows XP Brief	haag, stephen perry, james t. sosinsky, barrie	False
THESAINTBOOKSTORE	9780072833430	I-Series: MS Windows XP, Brief	stephen haag, james t perry, barrie sosinsky, efren estevez, stephen haag, barrie sosinsky	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780072833430	The Ms Windows Xp Brief	stephen haag	False
Stratford Books	9780072833430	MS WINDOWS XP BRIEF	stephen haag, james t perry, barrie sosinsky, efren estevez, stephen haag, barrie sosinsky	True
Revaluation Books	9780072833430	Microsoft Windows Xp	haag, stephen (edt)	False
MildredsBooks	9780072833430	I-Series: MS Windows XP, Brief	haag, stephen perry, james t. sosinsky, barrie	False
Bobs Books	9780072833430	MS WINDOWS XP BRIEF	stephen haag, james t perry, barrie sosinsky, efren estevez, stephen haag, barrie sosinsky	True
Limelight Bookshop	9780072833430	I-Series: MS Windows XP, Brief	stephen haag	False
College Book Service	9780072552584	It Today, BK&amp;CD-ROM, pb, 2001	hill	False
Back Alley Books	9780072552584	IT Today with Interactive Companion 3.0	mcgraw-hill	True
Indoo.com	9780072552584	IT Today with Interactive Companion 3.0	mcgraw-hill	True
A1Books	9780072552584	It Today With Interactive Companion 3.0	mcgraw-hill	True
textbookxdotcom	9780072552584	It Today	not available	False
Revaluation Books	9780072552584	It Today	not available (na)	False
Revaluation Books	9780072552584	IT Today with Interactive Companion 3.0	mcgraw-hill	True
Indoo.com	9780072257045	CAPM(TM) Certified Associate in Project Management All-in-One Exam Guide	philliips	False
Caiman	9780072257045	CAPM CERTIFIED ASSOC IN P-W/CD	phillips, joseph	True
A1Books	9780072257045	Capm(tm) Certified Associate In Project Management All-In-One Exam Guide (all-In-One)	phillips, joseph	True
Paperbackshop-US	9780072257045	CAPM(TM) Certified Associate in Project Management	phillips, joseph	True
Browns Books	9780072257045	CAPM Certified Associate in Project Management All-in-One Exam Guide	phillips, joseph	True
The Book Depository	9780072257045	CAPM Certified Associate in Project Management	phillips, joseph	True
textbookxdotcom	9780072257045	CAPM Certified Associate In Project Management Exam Guide	phillips, joseph	True
Annex Books Inc	9780072257045	CAPM(TM) Certified Associate in Project Management All-in-One Exam Guide (All-in-One)	phillips, joseph	True
Kayleighbug	9780072257045	CAPM(TM) Certified Associate in Project Management All-in-One Exam Guide (All-in-One)	phillips, joseph	True
Kayleighbug Books	9780072257045	CAPM(TM) Certified Associate in Project Management All-in-One Exam Guide (All-in-One)	phillips, joseph	True
THESAINTBOOKSTORE	9780072257045	CAPM(TM) Certified Associate in Project Management All-in-One Exam Guide (All-in-One)	phillips, joseph	True
Quartermelon	9780072257045	CAPM CERTIFIED ASSOCIATE IN PROJECT MANAGEMENT ALL-IN-ONE EXAM GUIDE	phillips, joseph	True
DVD Legacy	9780072257045	CAPM Certified Associate In Project Management: Exam Guide	phillips, joseph	True
TheBookCom	9780072257045	Capm Certified Associate In Project Management All-In-One Exam Guide	phillips, joseph	True
Papamedia.com	9780072257045	CAPM(TM) Certified Associate in Project Management All-in-One Exam Guide (All-in-One)	phillips, joseph	True
Powell's  Books	9780072257045	Capm Certified Associate in Project Management Exam Guide With Cdrom (All-in-one)	phillips, joseph	True
Powell's  Books	9780072257045	Capm Certified Associate in Project Mana	phillips, joseph	True
Blackwell Online	9780072257045	CAPM Certified Associate in Project Management All-in-One Exam Guide	phillips, joseph	True
Odeon Books	9780072257045	CAPM(TM) Certified Associate in Project Management All-in-One Exam Guide (All-in-One)	phillips, joseph	True
Quartermelon	9780072257045	CAPM Certified Associate in Project Management Exam Guide with CDROM	phillips, joseph	True
Mellon's Books	9780072257045	CAPM CERTIFIED ASSOCIATE IN PROJECT MANAGEMENT ALL-IN-ONE EXAM GUIDE	phillips, joseph	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780072257045	Capm Certified Associate In Project Management All-In-One Exam Guide	phillips, joseph	True
Stratford Books	9780072257045	CAPM CERTIFIED ASSOCIATE IN PROJECT MANAGEMENT ALL-IN-ONE EXAM GUIDE	phillips, joseph	True
paperbackworld.de	9780072257045	CAPM Certified Associate in Project Management All-in-One Exam Guide. Mit CD-ROM.	phillips, joseph	True
Stratford Books	9780072257045	CAPM Certified Associate in Project Management Exam Guide with CDROM	phillips, joseph	True
Versandantiquariat Robert A. Mueller	9780072257045	CAPM Certified Associate in Project Management All-in-One Exam Guide. Mit CD-ROM.	phillips, joseph	True
Morgenstundt Buch & Kunst	9780072257045	CAPM Certified Associate in Project Management All-in-One Exam Guide	phillips, joseph	True
Books Down Under	9780072257045	CAPM(TM) Certified Associate in Project Management All-in-One Exam Guide	phillips, joseph	True
